date,pos_index
2004-07-04,7.6931188332049025
2004-07-11,15.534498865607901
2004-07-18,17.428375099275733
2004-07-25,19.248581942080413
2004-08-01,15.637536480004323
2004-08-08,11.942200007859714
2004-08-15,9.525455856843962
2004-08-22,10.757327536589704
2004-08-29,8.021999983111554
2004-09-05,6.616196569466161
2004-09-12,4.900223727082994
2004-09-19,7.3821998091863295
2004-09-26,3.521754788166452
2004-10-03,1.7887911892708066
2004-10-10,1.1924450039880738
2004-10-17,1.071614405039026
2004-10-24,0.7022471910112364
2004-10-31,0.3891036433919653
2004-11-07,0.324492334686366
2004-11-14,0.4180207871954007
2004-11-21,0.14582894089535425
2004-11-28,0.6930930610721611
2004-12-05,0.7308127188990943
2004-12-12,0.2448903950015887
2004-12-19,0.3784641126735635
2004-12-26,0.772647233138393
2005-01-02,1.1855333730244355
2005-01-09,1.7886604004823323
2005-01-16,1.259813142623689
2005-01-23,3.382136307609056
2005-01-30,5.082392530842052
2005-02-06,4.006466577634076
2005-02-13,4.366787783194362
2005-02-20,4.395191585274225
2005-02-27,9.231985416816297
2005-03-06,14.4263955444281
2005-03-13,25.21347948855766
2005-03-20,21.67753934985984
2005-03-27,18.784046364831003
2005-04-03,16.22471409478153
2005-04-10,18.24507248632366
2005-04-17,12.489658669370986
2005-04-24,15.614528408810909
2005-05-01,19.067164445655816
2005-05-08,26.884056646393557
2005-05-15,29.39406710215171
2005-05-22,34.78233747675409
2005-05-29,33.279214713755024
2005-06-05,27.3984592003162
2005-06-12,15.197671763328366
2005-06-19,9.173782718595113
2005-06-26,7.2775054328599635
2005-07-03,7.3777814379244395
2005-07-10,4.064305814156684
2005-07-17,2.4360222246581693
2005-07-24,1.9239458046657396
2005-07-31,0.8152898404694745
2005-08-07,1.24545546123062
2005-08-14,0.9746027568510044
2005-08-21,1.9863000255157133
2005-08-28,1.0457816893638996
2005-09-04,1.109797741003413
2005-09-11,0.9166863099447377
2005-09-18,0.8582368097864043
2005-09-25,0.8703266788738458
2005-10-02,0.6665857393245124
2005-10-09,0.4438365442233404
2005-10-16,0.4533138094781935
2005-10-23,0.2643792117476329
2005-10-30,0.3935814909358859
2005-11-06,0.5571285929970631
2005-11-13,0.987495722852874
2005-11-20,0.28732098413801754
2005-11-27,0.6256537982565366
2005-12-04,0.5702168688006463
2005-12-11,0.6885259874326406
2005-12-18,1.3008569606406315
2005-12-25,2.9210782349911266
2006-01-01,3.5480284892267657
2006-01-08,3.5425616737882466
2006-01-15,4.603179301974485
2006-01-22,7.20015975055597
2006-01-29,6.938017565872015
2006-02-05,6.0513082439353285
2006-02-12,8.92834387648793
2006-02-19,9.627667568379925
2006-02-26,12.455350536197908
2006-03-05,11.408806452671053
2006-03-12,14.258751273982773
2006-03-19,11.35049802575884
2006-03-26,8.791236377230389
2006-04-02,7.198234555443271
2006-04-09,5.109841101190164
2006-04-16,3.9245610007662863
2006-04-23,3.3743839668067306
2006-04-30,3.4180323609875933
2006-05-07,4.445302686296999
2006-05-14,4.224273069080539
2006-05-21,5.563470240359597
2006-05-28,5.42166956039746
2006-06-04,6.462476925102793
2006-06-11,11.124489727817755
2006-06-18,17.448298231682095
2006-06-25,18.361584617352413
2006-07-02,18.06909444688195
2006-07-09,10.960295246823382
2006-07-16,9.045455821207918
2006-07-23,7.034196794903426
2006-07-30,4.1461206438373415
2006-08-06,3.2948871217394453
2006-08-13,2.4562587457697798
2006-08-20,1.5625229705577832
2006-08-27,1.0241699867197869
2006-09-03,0.8449487313063039
2006-09-10,2.1156139985176954
2006-09-17,1.6079389445614871
2006-09-24,2.9633173608150316
2006-10-01,1.253044337961993
2006-10-08,0.9143514818248671
2006-10-15,0.6473795142217617
2006-10-22,0.3456726551474233
2006-10-29,0.2593214951971959
2006-11-05,0.0
2006-11-12,0.13103914300400468
2006-11-19,0.05145759029726061
2006-11-26,0.13109991445315688
2006-12-03,0.1833778915649003
2006-12-10,0.5565611082312254
2006-12-17,0.4118513915153101
2006-12-24,0.5687951297947439
2006-12-31,0.778620516374499
2007-01-07,1.0890571528165816
2007-01-14,2.9125415219484783
2007-01-21,4.344289396364509
2007-01-28,5.772363367860253
2007-02-04,9.0564732760812
2007-02-11,10.303633648581362
2007-02-18,13.6249056041864
2007-02-25,15.14417610816549
2007-03-04,15.552260004486447
2007-03-11,17.590246564042303
2007-03-18,18.768546310971047
2007-03-25,12.93872839887506
2007-04-01,10.652874865618717
2007-04-08,11.2222244051946
2007-04-15,7.59748263551515
2007-04-22,5.217871052504425
2007-04-29,6.4840262022431965
2007-05-06,6.340874443379911
2007-05-13,6.5496357270499965
2007-05-20,3.91940410851807
2007-05-27,5.027668327863267
2007-06-03,4.419210153867735
2007-06-10,7.388850410409817
2007-06-17,11.368134413882274
2007-06-24,21.95228891689584
2007-07-01,22.245896400211862
2007-07-08,27.06339168393229
2007-07-15,24.700286618255692
2007-07-22,11.2882886547614
2007-07-29,8.281274282601261
2007-08-05,5.457119138223879
2007-08-12,3.1632281408335454
2007-08-19,2.2127666369540013
2007-08-26,3.2001044932079434
2007-09-02,4.0027438163257125
2007-09-09,3.1424779770733364
2007-09-16,2.70446353185685
2007-09-23,2.133165369184991
2007-09-30,2.02185302942098
2007-10-07,3.34673672299834
2007-10-14,1.6981878662894836
2007-10-21,1.1323113342854816
2007-10-28,0.5403445553183966
2007-11-04,1.0621541247453483
2007-11-11,0.3791199677748029
2007-11-18,0.17329327152908824
2007-11-25,0.2620657861638828
2007-12-02,0.2551297081502062
2007-12-09,0.6017579151803729
2007-12-16,0.5948672954595311
2007-12-23,1.8951301975206096
2007-12-30,1.359683015313199
2008-01-06,1.6914568169145678
2008-01-13,2.219099309265266
2008-01-20,2.6996708225914614
2008-01-27,5.475153850432599
2008-02-03,4.489992442526634
2008-02-10,4.692161201193262
2008-02-17,5.637164369938913
2008-02-24,10.00262167214705
2008-03-02,11.427397132626018
2008-03-09,20.062329642134614
2008-03-16,19.55824551032924
2008-03-23,9.601594000985688
2008-03-30,5.384641994172286
2008-04-06,3.627377877677762
2008-04-13,3.474919600718372
2008-04-20,3.515594884226935
2008-04-27,3.2960533803100382
2008-05-04,2.355243734554082
2008-05-11,2.230278257625524
2008-05-18,1.6929584216050697
2008-05-25,2.3326062490003814
2008-06-01,1.6760525968393358
2008-06-08,2.0394879583423684
2008-06-15,2.4418928260420687
2008-06-22,2.6468300760179595
2008-06-29,3.9872552447642713
2008-07-06,3.750304902837631
2008-07-13,5.5142071066167535
2008-07-20,11.670769372912885
2008-07-27,12.97480686793668
2008-08-03,12.889497367974188
2008-08-10,8.370245938517048
2008-08-17,5.817335447909454
2008-08-24,6.081030326620644
2008-08-31,4.033282153700512
2008-09-07,3.9431420489956417
2008-09-14,2.6826461367514574
2008-09-21,2.60221282101826
2008-09-28,1.5165352593118435
2008-10-05,1.2242643006916656
2008-10-12,0.5939133023635449
2008-10-19,0.6351566619461994
2008-10-26,0.3510460101928078
2008-11-02,0.3581466478176009
2008-11-09,0.384987598957149
2008-11-16,0.7318686115336585
2008-11-23,0.4097281591465023
2008-11-30,0.4419638861086023
2008-12-07,0.15745098759147272
2008-12-14,0.5683330093349402
2008-12-21,0.5279950178931642
2008-12-28,0.6981079772509026
2009-01-04,1.5197568389057723
2009-01-11,2.7778819119025275
2009-01-18,4.893787542776209
2009-01-25,5.285467061735615
2009-02-01,9.153464421419812
2009-02-08,14.594141977537696
2009-02-15,13.070160670014104
2009-02-22,14.313384998065406
2009-03-01,10.402563826135504
2009-03-08,7.5322689823562685
2009-03-15,5.1041707705312405
2009-03-22,2.868024562934128
2009-03-29,2.9640072197907243
2009-04-05,2.152549529336766
2009-04-12,1.4585106309373073
2009-04-19,1.3549886909551243
2009-04-26,1.1808436357662135
2009-05-03,1.585347080347599
2009-05-10,1.0869950649115157
2009-05-17,1.1036641155930478
2009-05-24,1.513014918446699
2009-05-31,2.452643569962
2009-06-07,1.7922092919806751
2009-06-14,3.0086132298752415
2009-06-21,4.814925812398363
2009-06-28,6.941878206032209
2009-07-05,9.886869778854797
2009-07-12,14.245760802484224
2009-07-19,16.35839273272951
2009-07-26,18.799547049797553
2009-08-02,18.69196393899542
2009-08-09,20.38262508914694
2009-08-16,17.254970657791038
2009-08-23,27.857731875034947
2009-08-30,28.811204731274444
2009-09-06,32.848470352495106
2009-09-13,44.960715599191026
2009-09-20,62.42916472168768
2009-09-27,71.03949137149661
2009-10-04,57.541412380121784
2009-10-11,29.373203779142585
2009-10-18,15.496059168900995
2009-10-25,8.998365454061643
2009-11-01,6.319913502287601
2009-11-08,3.291334789814885
2009-11-15,2.374833495247727
2009-11-22,3.662388943731493
2009-11-29,6.629142772289822
2009-12-06,5.802596033247679
2009-12-13,4.4904675601309805
2009-12-20,5.698204705474242
2009-12-27,4.5381657383143
2010-01-03,3.686020719542532
2010-01-10,5.048662882764249
2010-01-17,5.61576074068644
2010-01-24,4.484100312629101
2010-01-31,3.4929686955282597
2010-02-07,4.988022522033098
2010-02-14,4.3800225710231935
2010-02-21,2.7012346163788714
2010-02-28,5.907316843788201
2010-03-07,6.696484304953098
2010-03-14,7.156459437119337
2010-03-21,8.282089444224173
2010-03-28,5.852293790437892
2010-04-04,4.452849476105298
2010-04-11,3.7928759894459096
2010-04-18,3.544469970462752
2010-04-25,4.527717248643282
2010-05-02,3.6903679685416297
2010-05-09,4.124477978216075
2010-05-16,3.2649962034927875
2010-05-23,4.484310494818381
2010-05-30,2.5226953268305725
2010-06-06,2.10508370554741
2010-06-13,2.867512131468417
2010-06-20,2.1175050783887266
2010-06-27,2.9737792661704234
2010-07-04,4.5889101338432186
2010-07-11,6.3458620592508534
2010-07-18,5.387664917609917
2010-07-25,8.733617840992718
2010-08-01,12.465638819170561
2010-08-08,12.402351127967242
2010-08-15,12.508553207550948
2010-08-22,11.911828457428793
2010-08-29,17.597287769613434
2010-09-05,16.812239136997082
2010-09-12,20.658577761444267
2010-09-19,16.163492132049154
2010-09-26,17.602635820883567
2010-10-03,11.00483144237553
2010-10-10,7.623124221980098
2010-10-17,5.314658932824037
2010-10-24,4.030917964373328
2010-10-31,3.225812464948902
2010-11-07,1.2698812976205478
2010-11-14,1.2918129114009214
2010-11-21,1.4776030708446428
2010-11-28,1.1466169751234585
2010-12-05,0.7297367505518749
2010-12-12,0.799739802965515
2010-12-19,1.7201398876066407
2010-12-26,2.6195142387979105
2011-01-02,3.7223130774086175
2011-01-09,7.788562435370457
2011-01-16,13.409961309408596
2011-01-23,20.70298122929701
2011-01-30,23.836777270765676
2011-02-06,16.126261419087097
2011-02-13,13.314320067193613
2011-02-20,12.517586390672214
2011-02-27,8.831705549186012
2011-03-06,4.275301741646241
2011-03-13,2.2293625197488205
2011-03-20,1.9011251945258485
2011-03-27,2.443227966375901
2011-04-03,1.8827212726349651
2011-04-10,1.8942753630542248
2011-04-17,2.8172846313384414
2011-04-24,0.9410457594305536
2011-05-01,0.9065017702554634
2011-05-08,0.9405608769919354
2011-05-15,0.8553787283663087
2011-05-22,0.6226045675972591
2011-05-29,0.6395413404408902
2011-06-05,0.7602876608486895
2011-06-12,0.5407981973393406
2011-06-19,0.8050732861476172
2011-06-26,1.1188786557776491
2011-07-03,0.5871599576514692
2011-07-10,1.2919083110608192
2011-07-17,1.7760619597899032
2011-07-24,1.7373930417408694
2011-07-31,1.396010813976449
2011-08-07,1.1740472501471308
2011-08-14,1.3872872999550991
2011-08-21,1.113021875002146
2011-08-28,2.411785829871566
2011-09-04,2.171587970552215
2011-09-11,2.9997270526716546
2011-09-18,3.3050342754231035
2011-09-25,2.1706632294004757
2011-10-02,3.7833255193369975
2011-10-09,3.121558872039332
2011-10-16,2.737018513378785
2011-10-23,2.5260081469864204
2011-10-30,2.0944845240865755
2011-11-06,2.510776083207152
2011-11-13,2.081404201135288
2011-11-20,1.896215901502554
2011-11-27,3.0436254059930485
2011-12-04,2.386153640987869
2011-12-11,3.0906488517876616
2011-12-18,4.157682519265632
2011-12-25,3.1929315102428424
